
1,190.0,0.6758999999999419,0.0001
2,134.5,0.9553999999999111,0.0001
3,110.0,1.1700999999998876,0.0001
4,95.25,1.348599999999868,0.0001
5,85.5,1.51029999999985,0.0001
6,78.25,1.6553999999998341,0.0001
7,72.5,1.7856999999998198,0.0001
8,68.0,1.909999999999806,0.0001
9,64.25,2.0256999999998504,0.0001
10,61.25,2.1404000000000925,0.0001
11,58.5,2.2432000000003094,0.0001
12,56.25,2.346800000000528,0.0001
13,54.25,2.4452000000007357,0.0001
14,52.25,2.5295000000009136,0.0001
15,50.75,2.624500000001114,0.0001
16,49.25,2.7086000000012915,0.0001
17,48.0,2.796000000001476,0.0001
18,47.0,2.888800000001672,0.0001
19,46.0,2.974200000001852,0.0001
20,45.0,3.0521000000020164,0.0001
21,44.0,3.1227000000021654,0.0001
22,43.25,3.2034000000023357,0.0001
23,42.5,3.278400000002494,0.0001
24,42.0,3.3664000000026797,0.0001
25,41.25,3.430600000002815,0.0001
26,40.75,3.5094000000029815,0.0001
27,40.25,3.5839000000031387,0.0001
28,39.75,3.654200000003287,0.0001
29,39.5,3.7422000000034727,0.0001
30,39.0,3.804900000003605,0.0001
31,38.75,3.8866000000037775,0.0001
32,38.5,3.9653000000039436,0.0001
33,38.25,4.04130000000392,0.0001
34,38.0,4.11440000000375,0.0001
35,37.75,4.184700000003586,0.0001
36,37.5,4.252300000003428,0.0001
37,37.25,4.317200000003277,0.0001
38,37.25,4.405700000003071,0.0001
39,37.0,4.465700000002931,0.0001
40,37.0,4.550300000002734,0.0001
41,37.0,4.633000000002541,0.0001
42,37.0,4.7139000000023525,0.0001
43,37.0,4.793100000002168,0.0001
44,37.0,4.870400000001988,0.0001
45,37.0,4.946000000001812,0.0001
46,37.0,5.01970000000164,0.0001
47,37.0,5.091700000001472,0.0001
48,37.25,5.191600000001239,0.0001
49,37.25,5.260200000001079,0.0001
50,37.5,5.357300000000853,0.0001
51,37.75,5.45300000000063,0.0001
52,37.75,5.5167000000004816,0.0001
53,38.0,5.6094000000002655,0.0001
54,38.25,5.700700000000053,0.0001
55,38.75,5.821299999999772,0.0001
56,39.0,5.909599999999566,0.0001
57,39.25,5.996399999999364,0.0001
58,39.75,6.112599999999093,0.0001
59,40.25,6.227199999998826,0.0001
60,40.75,6.3400999999985626,0.0001
61,41.25,6.451399999998303,0.0001
62,41.75,6.560999999998048,0.0001
63,42.5,6.699199999997726,0.0001
64,43.0,6.804999999997479,0.0001
65,43.75,6.9390999999971665,0.0001
66,44.75,7.10069999999679,0.0001
67,45.5,7.229899999996489,0.0001
68,46.5,7.385899999996125,0.0001
69,47.5,7.538899999995769,0.0001
70,48.75,7.716999999995354,0.0001
71,50.0,7.891199999994948,0.0001
72,51.5,8.088499999994488,0.0001
73,53.0,8.28079999999404,0.0001
74,54.75,8.493999999993543,0.0001
75,56.75,8.726199999993002,0.0001
76,59.0,8.97539999999242,0.0001
77,61.75,9.262799999991751,0.0001
78,64.75,9.560899999991056,0.0001
79,68.25,9.888899999990292,0.0001
80,72.25,10.24129999998947,0.0001
81,77.25,10.650999999988516,0.0001
82,83.25,11.105099999987457,0.0001
83,90.75,11.62349999998625,0.0001
84,100.5,12.229499999984837,0.0001
85,113.75,12.954099999983148,0.0001
86,132.75,13.84109999998108,0.0001
87,163.25,14.99969999997838,0.0001
88,220.75,16.633199999974575,0.0001
89,378.25,19.40689999996811,0.0001
